d_block,tx,token,d_price,n2_price,ath_block,ath_price,ath_offset,ath_mult_vs_n2,first_sell_offset,net_flip_offset,dump_20_offset,dump_30_offset,buyer_decline_offset,max_sell_bnb_wei,max_sell_offset,n_events,n_blocks_active
101678848,0xd152848960434fd5118e58f98fd56edbe6f917811cb87382d93c08e505a8b203,0xbf119d03e1123f0538354f23a21e31d469454444,8.784132715937777e-09,1.4655361755272236e-08,101678894,4.5965640072002685e-08,46,3.1364384475508866,1,47,49,57,51,1172151657036875496,71,999,395
101679251,0x95da8fead6c0c29199e37ce9745a664d860b70e6d9720e63d0d3966c0ec3c7b3,0xba04557057f6352883312215cebf47012eda4444,1.649838201473894e-08,2.0189787740045886e-08,101679446,4.9549879705096445e-08,195,2.4542050834351086,3,196,201,232,11,980660227298114687,231,1043,642
101684715,0x9f39bac8e8e5f6ab33843a13a64890e61108478680f3d134cac1cdb5de19cf07,0xae3f11268c5c54e412147dac4e4808310ccf4444,7.496349973127681e-08,7.496349973127681e-08,101684716,8.896260954152427e-08,1,1.1867456810371761,,,,,,0,,10,2
101694503,0x136fa8a940c31c7bef6f8614b32d79d1249cefcb707b391f23ed3092254897f4,0x11893d0034b48d4205dd162be957d6cd5d694444,7.242934018338891e-09,1.1713676274453899e-08,101694503,1.5440541616480057e-08,0,1.3181635939652863,1,1,2,5,,1511221543033143141,2,62,45
101697305,0xaf994385274e9b59775423d741c2bece0da5ab71e02b7bbc989842e98ac6a645,0x23d79375de3c3630cec07bfe67d595dea0204444,1.1505010900377841e-08,2.131308969664468e-08,101697315,6.122398010915244e-08,10,2.8725999364977537,0,11,11,12,24,1647730529466239359,10,660,151
101808313,0x9d18144f083f83e6c1e7ab0a39d77726129b94585a342dc12e7bd7a6c73a5946,0xcde107d8a9fa36de697ac643a68e4ff3a6674444,4.774396283716012e-06,7.329202569451863e-06,101808414,1.8101391943421303e-05,101,2.469762811423436,9,105,121,143,13,511086560583085808000,18,526,269
101809699,0x0a500635495ac0b3d0d96fca3db4c677a1446ec54158f4067ead8b810648695f,0xfc7fdfe4f7fee5149ad1526f7807d624dd5a4444,7.394229303342235e-09,1.0839836693035874e-08,101809699,1.2255710974047044e-08,0,1.1306176763641473,1,1,5,50,23,1022401550700553079,1,95,53
101810024,0x55ac75c5d5d0b542c87f612880a8443fecec103ade32dbff0fea7893feaf073b,0x84a0a381b8beeb6e7cda192956f6f30028484444,7.766790186819066e-09,1.1822139188911812e-08,101810040,2.2248418847802727e-08,16,1.881928345816627,1,17,17,30,13,1551664179779130165,2,277,95
101810070,0x860a7d0e4d4ba6564eb25c832ab098d4c9b33f73a6030a37afe7060dcd2869f4,0x6749af73f0e2ff07c117cc43cf7194682bdf4444,7.659230353040813e-09,1.2482071217331386e-08,101810070,1.4686884469360963e-08,0,1.176638413099918,1,1,3,4,,1243280695439988003,1,38,24
101814280,0x6cbfeebaf91685f3bc83118c5b941c37f1fca7b9e207b0736e74549d804d182e,0x0ea371278ec03b388dc9149fa609f072906e4444,1.2095814249449697e-08,1.695529003538816e-08,101814462,3.3653721614370664e-08,182,1.9848508367671942,1,183,197,278,22,918433245542214821,3,1019,539
101816361,0xddfd3eba76a97ed259ca68842c2c21b384a44619e0f741bc243ef901e0585dd1,0xf59e6e63c3a2494b7c5ec51b530a7c463e214444,1.9417780747021228e-08,8.786232787916823e-08,101816363,8.786232787916823e-08,2,1.0,1,,,,,1105624495600208170,1,33,3
101816361,0xe71a6a73e387b9faf3504dc837548c4d529a12f8089949274d5d78cd2b27e07b,0xf59e6e63c3a2494b7c5ec51b530a7c463e214444,2.922043491294349e-08,8.786232787916823e-08,101816363,8.786232787916823e-08,2,1.0,1,,,,,1105624495600208170,1,33,3
101821745,0x9fa3337ad7a230e1a36191d88c1d1c3aacda6832d8fdfbe46224172df0b8dc46,0x41a289d7f99afdb434cc5aee912f9d29c1054444,6.4499868074067404e-09,7.650307575726111e-09,101821745,9.845740136732448e-09,0,1.286973110463204,1,1,1,600,19,1148086392630408913,1,72,53
101824512,0xc9297cc09a0e59ec0f6f695e6ff044f030e80105d31d0f302d7df98c920973ea,0xb9d381338dfd24b4ab078b808a41defd8dc24444,7.820604566357012e-09,1.1154909600521808e-08,101824513,1.2984088175310468e-08,1,1.163979686101902,1,3,24,152,,624285898452166850,3,124,98
101824614,0x736df35076f6dd94c84ea012e5bb057e201ac947def822068c8c77a8cf6f1a7d,0xabc71e4bdf735b3779ac3fc7a925f39a38b64444,7.235256168295175e-09,9.426215174053611e-09,101826500,8.781645476369262e-08,1886,9.316194585225917,1,,,,22,1948502966839121068,1812,2140,1129
101837922,0xf663fa23e44e8cb06e2efd1f848a7a0a516caa38ff5b51f8d55dc1a4fd4d6165,0x2007ea56fb74c13d5b5aee20b5fc1281f4d14444,1.0672113150682872e-08,1.5721030046022743e-08,101838803,2.514187616061898e-08,881,1.5992511996362233,0,882,1007,1021,23,1363157596522289436,1,888,477
101844614,0x41befe4a8937702efbdeb59ad2a88f5547d5bd799368ec7a6294f3c0604ab5fe,0x9f8a691206bab655eec41057a41c1ffe209f4444,8.028707167974288e-09,1.3583557947348914e-08,101844665,1.7928558031241847e-08,51,1.3198720173856173,1,52,54,77,19,904588216353311553,1,204,102
101845744,0x27efc513a587b7b3d3364bde9d7ae858a23d3ca2724b2d8f901d148f79007fbd,0xa84f49e3b8dafa739498e849a60d51f7f58e4444,7.729099874502839e-09,1.0717882888109902e-08,101845745,1.2382654164316563e-08,1,1.1553265037121752,2,2,3,44,11,1305446213356572209,2,58,33
101847537,0xa61fdc7f71b4813be44796e30c64da6c3addc39ba4708d020ac000346fce0ca2,0x915241daf32d3a21e50596502c226cf414f54444,7.406816496422498e-09,1.0320001959704197e-08,101847560,1.7477268489604103e-08,23,1.6935334467809593,2,24,29,32,14,1004853056404391509,2,164,101
101853686,0x41fac98341b5bcf1aeec86f861f1f796dbc7bbe2354ae7fbef829b9831da72c9,0xa7686ad448546482929c13febc5b1281fee24444,9.423985603197858e-09,1.1558400830731405e-08,101853687,1.607083526627577e-08,1,1.3904030065774093,1,2,2,16,10,1345876812511572513,2,226,125
101881549,0xb99fae913bfa16d72d7169b1650a880f8544542080e74af10c0631e285654076,0x2d78a9e326c5fa5a702f6364932556b407d64444,9.78630581944444e-09,1.1284663377828881e-08,101881574,1.71342554708121e-08,25,1.5183665561948425,2,26,36,69,13,1263122454829596115,2,413,303
101886346,0x3977635b0125788c933cba9a9aba257a0ece1b7ebf796bec9a63364ce00c26fa,0x34d0ad4403492557e5a8771376af150898e84444,2.3596387661970535e-08,3.093781769208339e-08,101886350,3.1199983885527424e-08,4,1.008473971760171,4,11,27,767,27,972309280905069115,111,90,72
101886916,0xfe7e87f1dc6020f2271cffdaa4b8075365dd5fa04926879bf13e34002fe22db8,0x89d0a596b2165bf8be7e8fc077b5c8d5ec194444,1.0363143832430477e-08,1.5795421776016026e-08,101886987,2.8513912821423748e-08,71,1.8052011035703803,0,72,86,99,26,1140868980788049618,3,641,276
101888758,0x629c9095d28bbcbcabc2758d370528bf8ce18f117874cb6334e0b53b529ab5a6,0xeecf2608008c635485767fbb6fc0712e948a4444,9.316781785243392e-09,1.082125272199448e-08,101888766,1.9705962752792583e-08,8,1.8210426518123632,2,9,18,19,18,939958175860884835,2,468,320
101902589,0x66c7978fdbda02546f4ec1a76ba618b6dfe62ae92f95b9ce4809273569aaa976,0x498fc808c9d3502eac001f5b1675c4d2f2114444,1.3784225211107156e-08,1.8595442661593097e-08,101902678,3.520050628547421e-08,89,1.892964148585562,3,90,108,116,28,1250010424390496925,1015,1557,941
101990907,0x985fbd0257e8edebbf96b83ce6385bf7eb663110dc622fb8c4ab66fcf28e9284,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.2706316078219613e-08,1.7358337669656913e-08,101993903,6.520959560682184e-08,2996,3.7566728362941624,3,2997,3229,3306,210,1131305599122328622,3182,1824,1160
101991108,0x280bbe87e2e56166028b9570e37d2719a73bd970c16dcd50784ae2882aeced66,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.1492628390073596e-08,1.1905261737602154e-08,101993903,6.520959560682184e-08,2795,5.477376058088728,0,2796,3028,3105,15,1131305599122328622,2981,1764,1131
101991108,0x937c22cdeaae28c36bff5798ced7b424029021bb4e4dfb80b284f2cb27265989,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.1179117161182642e-08,1.1905261737602154e-08,101993903,6.520959560682184e-08,2795,5.477376058088728,0,2796,3028,3105,15,1131305599122328622,2981,1764,1131
101991151,0x36acebc983e2f84daed4b0fbb59dfe5f573bfc277cc68e344057b6bfd28c828a,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.3172098337969587e-08,1.4617175901703574e-08,101993903,6.520959560682184e-08,2752,4.461162405469986,6,2753,2985,3062,12,1131305599122328622,2938,1712,1117
101991152,0x56b33389fe9e581887ed84e50d4c6c080376137e7cd0c6f6e94c81d4832f1218,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.3451466362080849e-08,1.50421277164878e-08,101993903,6.520959560682184e-08,2751,4.335131095539434,5,2752,2984,3061,11,1131305599122328622,2937,1711,1116
101991152,0x55f911809772895451ec73794e1a9b32fe10989f12f03d588f762f24da545a3b,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.3592249702473127e-08,1.50421277164878e-08,101993903,6.520959560682184e-08,2751,4.335131095539434,5,2752,2984,3061,11,1131305599122328622,2937,1711,1116
101991153,0x70bb6f471279818f43e4f2ee5e59ca0752d0af6513b954b20eb2d0e865d04c90,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.4371840706727429e-08,1.544169244640169e-08,101993903,6.520959560682184e-08,2750,4.22295650772512,4,2751,2983,3060,10,1131305599122328622,2936,1700,1115
101991153,0xd57191bc8642bb335285c4e7230693d9023dec241271965240700e240d9d649e,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.4617175901703574e-08,1.544169244640169e-08,101993903,6.520959560682184e-08,2750,4.22295650772512,4,2751,2983,3060,10,1131305599122328622,2936,1700,1115
101991154,0x0c093f31dbba09985204ac76f1342572376b31ad509d00c469bdd7a106f8e198,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.4763917098137751e-08,1.642693131162419e-08,101993903,6.520959560682184e-08,2749,3.96967603807277,3,2750,2982,3059,10,1131305599122328622,2935,1690,1114
101991154,0x83b38ba1aaae938e6aadd8061b55e00755fef8166aa95ce7c28db492495aa4a9,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.50421277164878e-08,1.642693131162419e-08,101993903,6.520959560682184e-08,2749,3.96967603807277,3,2750,2982,3059,10,1131305599122328622,2935,1690,1114
101991155,0x36c3fa49a3dcdb4ff563dfa2dce67eb211fdb3057cccace3ed932dc50284279e,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.5291612483297476e-08,1.5987663566117384e-08,101993903,6.520959560682184e-08,2748,4.078744548078956,2,2749,2981,3058,10,1131305599122328622,2934,1677,1113
101991155,0xb60e10c2cff1a93ca9302d7614bc90c74af9d22e683b983927e5c5d39798194f,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.544169244640169e-08,1.5987663566117384e-08,101993903,6.520959560682184e-08,2748,4.078744548078956,2,2749,2981,3058,10,1131305599122328622,2934,1677,1113
101991156,0x039d655271c9615f45fba17b231fd7505a26b97d934fba2fb28e0b1d72484b1b,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.5592505295063676e-08,1.6415558491855662e-08,101993903,6.520959560682184e-08,2747,3.9724262588552577,1,2748,2980,3057,11,1131305599122328622,2933,1667,1112
101991156,0xfce9b3d9f7473a3d94a2cdfb7275085e835e5f944bc3b663466aac388f27e6b7,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.5744051029283423e-08,1.6415558491855662e-08,101993903,6.520959560682184e-08,2747,3.9724262588552577,1,2748,2980,3057,11,1131305599122328622,2933,1667,1112
101991156,0x923085d55863b37146db929bbf7efe5837b698a1da714ad085000b04c62a9876,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.5896329649060937e-08,1.6415558491855662e-08,101993903,6.520959560682184e-08,2747,3.9724262588552577,1,2748,2980,3057,11,1131305599122328622,2933,1667,1112
101991157,0x6168f29e265a509d9218b0295c9e9c24460900b9af21de60a7a538097c8b5559,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.6511448298632396e-08,1.563778094594511e-08,101993903,6.520959560682184e-08,2746,4.170003137416421,0,2747,2979,3056,11,1131305599122328622,2932,1652,1111
101991158,0x63d5ded1f2abbc292d4416dab57f70985cace43e4414410ddee3aaf97abe6672,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.607104311344751e-08,1.5643585382570174e-08,101993903,6.520959560682184e-08,2745,4.168455888601938,0,2746,2978,3055,84,1131305599122328622,2931,1634,1110
101991158,0xca1ec811cfef890034f839e9c01fe5870da8670d0a8e623ade483041014e7e7e,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.6224891167738775e-08,1.5643585382570174e-08,101993903,6.520959560682184e-08,2745,4.168455888601938,0,2746,2978,3055,84,1131305599122328622,2931,1634,1110
101991158,0x37a74676c5bb999a8c30e25090c41320e1ae460e1d12c2ea8fab4cb98a86d52c,0x1f5b654a21b9b42b5f41d9db790181227fbb4444,1.6415558491855662e-08,1.5643585382570174e-08,101993903,6.520959560682184e-08,2745,4.168455888601938,0,2746,2978,3055,84,1131305599122328622,2931,1634,1110
102000839,0x4d25052e6843e7abb936308ba4d5243706c6223f676c6556ab3c5a7e0cd2353c,0xefb1cf11e92ee910f1ddda510dfdc643b0d64444,9.152881788612045e-09,9.668427905090731e-09,102000845,1.3074581330871651e-08,6,1.3522965118235482,1,7,16,157,11,733001442827716403,2,138,93
102038445,0x190c1bb8e25be71091ac26dd41658d829596ab054827a2b4adc8110e57a68fd9,0xab48ac3bf0580914f9849944cd4d6d4f33ec4444,7.365572044369926e-09,9.686584947611129e-09,102038823,1.7804844069735074e-08,378,1.8380930086331448,1,379,397,407,20,1407763077294672450,2,273,182
102038833,0xf483cfd1b3981b33fe0ec1739107b1e489879ef51323af9ac5512c569c2530d2,0x124f73e7b8a570bcf25ec546815c6fd49e474444,1.1288373068897276e-08,1.5201148343782687e-08,102038835,1.659923613895139e-08,2,1.09197251178333,2,3,3,17,14,826139333068090471,3,160,108
102044905,0xa8af54478cd7f10caf5fc28dbca0ca073f0a5d9b3e0967230e0372da9ce642b6,0x9f54b1dd9b1437c6096ce80855cd6848269f4444,1.4519432078686791e-08,5.3326271840955526e-08,102044928,8.435000066560577e-08,23,1.5817719438024442,2,,,,,3809970313288702212,16,328,25
102045102,0x6eafc22a46bf5c378aee99a19a696ab71e67da0aa85bdfef991970bc2d907712,0xe8d5dad70ca70b9f3ae1b12ae864686236de4444,8.17000177731478e-09,1.2669366822618577e-08,102045239,3.448590306245488e-08,137,2.721991047010125,2,138,153,159,10,1749077774165078633,2,384,170
102045456,0x61a56485db2a52ad33a4e7ad92f4a21a437d0f5b6d4be9512eece3489a9574bd,0x4a0f8ff711bcc2ecc3d2c84c7267300d49dd4444,2.264370945900291e-08,1.6469950385064426e-08,102045803,5.625585488992235e-08,347,3.415666324103641,1,348,368,376,35,7099466322686029494,1,2093,707
102045620,0xcfa539e1956977f9d0c45fc3d58823fffe6144f054aa8c577c27bf2b25db154c,0x1245253543377d3849e48f62fdaf928ada894444,2.2519755291131964e-08,2.5880720824072824e-08,102045674,4.349210395275892e-08,54,1.6804827133062288,0,55,70,71,10,970643352780887701,56,806,206
102073767,0xcdb19cf53c499939ab0ab94a37e298de0b6e0d44d8ab284890b327e58fcab6dd,0x1648d8290dd98142922bf48a310e9f1b19fa4444,1.096026591038065e-08,1.8090101472498898e-08,102073782,2.3165769281019618e-08,15,1.2805770778144556,1,17,17,19,11,1118834447020754000,15,133,54
102073767,0xb239e49df9e0d575d04ac1bf70ca26457cc32b23ecc8254c00849b4431f61f9c,0x1648d8290dd98142922bf48a310e9f1b19fa4444,1.2780575345884462e-08,1.8090101472498898e-08,102073782,2.3165769281019618e-08,15,1.2805770778144556,1,17,17,19,11,1118834447020754000,15,133,54
102073812,0xd358aaedbc9d75464e5ee85041583fcc60fac62511aac48c9948431495b36eeb,0xb72da14c9c15920593ef95f05e3f23a123cf4444,9.68326987250832e-09,1.4606965759100525e-08,102073838,3.8315159103844384e-08,26,2.6230744793779657,0,27,27,30,10,1348682087670718639,26,542,174
102073829,0x72db5fc46f0eece0cf8bd39cca8b1776569e2735d91008124930c8e95e46a0f1,0xb72da14c9c15920593ef95f05e3f23a123cf4444,2.8306847392753267e-08,2.6398099727242508e-08,102073838,3.8315159103844384e-08,9,1.451436258660074,0,10,10,13,21,1348682087670718639,9,470,157
102079214,0xc0b1af05f4b81073b38797ddb2cbcbc1fb8aa57f2f4e4709da414bb1b37746be,0x17671ec47de3cf5c2faae05e9dde39059ea74444,6.2580994891904335e-09,1.0018993430977899e-08,102079215,1.090007456382413e-08,1,1.0879410829956233,3,3,21,101,29,690182062087845753,3,42,32
102079918,0x6e5a7f0326beabbfb63f717deb195e1e7a6c72cccb8bcbb4fe6bc1605363e3d4,0xe5ee5a2668c084de842c8292f53a9c83010a4444,8.486646861907064e-09,1.1182360180088925e-08,102079919,1.2388087613109744e-08,1,1.1078240562459893,3,3,4,51,,1071388621536190978,3,84,55
102100945,0x97cdbbbac8bda1880399d76de4058a927d983e5ca7c63b84d9eadfa16932bb96,0xd2687907db89ee95a45c9db7c6976c3c68834444,8.490707237624455e-09,1.939751467878098e-08,102103015,8.760480046524654e-08,2070,4.516289943117187,3,,,,72,1876346502026651875,280,2886,1351
102100946,0x093091df67a90cd41c75f817e79f530a4cbd02dcb9de4799585b597b6a87ec8a,0xd2687907db89ee95a45c9db7c6976c3c68834444,1.4403382110449582e-08,1.8822238607609507e-08,102103015,8.760480046524654e-08,2069,4.654324190207079,2,,,,71,1876346502026651875,279,2882,1350
102217840,0xde1edd5638e596b44a26bc76e1a2156417174b9a1664fdc4c6bfe0e248679d91,0x98b7f8d322942d7142e7cc60d158fbc4414e4444,2.972188234136755e-08,5.190973970253275e-08,102217845,7.889689290499614e-08,5,1.51988612073789,0,,,,,1393247971868113508,4,50,6
102217843,0x2577435f01bbc61df2aec6a02db4c96a9fed76ca73da428437f2178168e81d97,0x98b7f8d322942d7142e7cc60d158fbc4414e4444,5.3869529887859886e-08,7.889689290499614e-08,102217845,7.889689290499614e-08,2,1.0,1,,,,,1393247971868113508,1,28,3
102217844,0x576d44e59677d889b4dffa6ea69b2065f3cee23ec56a53ac534562cb62f192b9,0x98b7f8d322942d7142e7cc60d158fbc4414e4444,6.018664904525842e-08,6.018664904525842e-08,102217845,7.889689290499614e-08,1,1.3108703368029049,0,,,,,1393247971868113508,0,23,2
