d_block,d_token,d_tx,d_gas_gwei,d_idx,d_rank_in_buys,n_buy_txs,n_before,n_after,n_same_token_competitors,before_max_gas_gwei,after_max_gas_gwei
98031480,0x4d14f5c56b0e71ae5c4cced6939e448e2a584444,0x8f9cba0e03b3b058fab3a0cda5a8d13f7a373e050ce0e5c300779142c986164a,92.00,2,0,7,0,6,0,0.00,7.50
98031465,0x2dbc62750a1896fb6bbdd0cf9fcb2f66361c4444,0x64d6bf7d75eb256c3d4dcd13c66bfce84578529861c22cc5172eae4d4d62497e,92.00,3,0,13,0,12,0,0.00,92.00
98031491,0xf3ce5038e5a446a38069846ce0f54dcd95524444,0x6f6a0d510e0461affcb904634dc967b37df5f79c007f6bf0d1fecb8af3a149f9,92.00,122,4,5,4,0,0,30.00,0.00
98031518,0xf3ce5038e5a446a38069846ce0f54dcd95524444,0x8ce5cf4bf80d7ded8f4cfae9b2e35821c1707063a4f2b4ae3a4e5508c3a3ec74,7.00,65,4,5,4,0,0,13.00,0.00
98036136,0xc36cf61b116d1da19a881559034d28eb62254444,0x72101bf62afa7749eda1cc1c2e553a80e152a1cd33dded2f6c98a9b1805a3cb9,92.00,6,2,7,2,4,0,200.00,14.00
98038920,0xa655dbba4a937d9e852642e32f5ec211aadf4444,0xa37fd02efff66aecb6f5fe5a17becdda7f45bb0bea51353790f5afefaadd3ad6,7.00,1,0,1,0,0,0,0.00,0.00
98073249,0xac02e1e4802757483409d92d51d9c7cb6b794444,0x1b5438c490969e0fe81be6116b9d598479148d8176a662f2e95d519db1cc3523,7.00,1,0,2,0,1,0,0.00,0.12
98051896,0x4e20c44ec1cec338f5e5bd10666138d755b24444,0xf6d2810874f5e1f0a777ec02af3ebb3df5c0de5bd75c8f4a0e5e396a24054f96,7.00,5,0,2,0,1,0,0.00,1.10
98053385,0xf80898dd382840228f13c3f61e7bd23706a04444,0xa07bfcdd97b3abce7f3505095ab8f51b02a90440250d943bdaf482053dc7cb67,92.00,2,0,5,0,4,0,0.00,40.00
98075236,0xb4296123fc65d0871c50fcda4ac7d5da3189ffff,0xc5d4cedf8d09c988b51efde960b35e16bc85cb45b8e0d5dc3d9dd00823751ba4,7.00,1,0,2,0,1,0,0.00,0.06
98075291,0xb4296123fc65d0871c50fcda4ac7d5da3189ffff,0xa1a16c629fcd8234a8b6697e51fef37e50126ec1b3987fb705cec4431cfb1932,7.00,1,0,4,0,3,0,0.00,2.00
98075213,0xb4296123fc65d0871c50fcda4ac7d5da3189ffff,0x7032b2223aded23133f0a203109ea083dc1aabb413e66d812bf96c295a7e2ee5,7.00,5,0,3,0,2,0,0.00,0.06
98079924,0x7400bf6c09728d066e02749379bef1cb46d94444,0xd3bf89bb3ef445eb9d95e800d198a9dafb5d0cbd0604c6d32ce5e4d4e2bc950a,92.00,67,1,3,1,1,0,1.00,2.00
98075171,0xb4296123fc65d0871c50fcda4ac7d5da3189ffff,0x18df81552d8cdbef1227b629d098c5e0af6f188b8a15405164ba1f14d3cb08d3,92.00,119,8,10,8,1,0,21.00,0.12
98079944,0xaa61cc4aea506d5cb2d7890dcafd070097a24444,0xcaf40bd0abb19ac2e6a4cbca968a5cc5c2fb344d28eff258717b9a05f2c83ef3,92.00,2,0,9,0,8,0,0.00,5.00
98182805,0xb0036dabe3e8f535a1534ceffab8a1c707dc4444,0xb9fb362c8d986a003bda579a120d45b3f00c68cdd577419585b954efb94f8483,7.00,1,0,1,0,0,0,0.00,0.00
98184391,0xb9855b578baa374e2f1d39a395ec45c83afd4444,0xa0451ac6aa1b361c9ca96343774a9fb28646ec4d8a6af22c894ab9afbbaabba0,92.00,2,0,1,0,0,0,0.00,0.00
98187108,0x087d087ee63bfb491eae09d68aecfb2b13de4444,0xbcecf82e814592f460db81eb73c03e5786ff914e01590d3abea475e455be0e2e,92.00,2,0,6,0,5,0,0.00,2.00
98187444,0xbf5896d404189afac695ead5310d12efe20d4444,0x47d3535a8564d92a9691c5fd3c52a53009da2d3d429dc3095b27d5cc4cc88c38,92.00,2,0,1,0,0,0,0.00,0.00
98195082,0x517bb4070f67de73c89c45db2dc95b2672be4444,0x69627f48f05cc03dc802244ccad98e8fca0bf4f69b8ac065c6fba64f717fece0,7.00,1,0,1,0,0,0,0.00,0.00
98187024,0xce23b5b2a0f8032db2044e6507c8e0dc40af4444,0x9d344f226c0cccdd68f6a65b0f1bb17c74be6cd254e18e05bab5c93fbb0a30f3,92.00,2,0,4,0,3,0,0.00,32.00
98195329,0x674ba5b262aeae35bec6794642f312daa07d4444,0x585d1aa197fa6b0dc7ecd4567d7d54e33d8193debada18dc0582fd431619abf2,7.00,1,0,2,0,1,0,0.00,0.12
98224331,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0x64f7ab31bf1bd3e8c766e0688edbe79a981ebd9ec0692e7ab5d846ccfdbda343,7.00,2,0,3,0,2,0,0.00,2.00
98224346,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0xe33b2c9f6b253cc9449caf885dfda9f57ae7fddd44a3e16ef2f67933deb980f4,7.00,2,0,7,0,6,0,0.00,2.00
98205945,0xc6fc51d10cf3e174152cc54b316cf844aac14444,0x385a3b023f8d87942d0d7b5a11a200068ec50f407ca87fc8627913f6ee41f2cf,92.00,2,0,2,0,1,0,0.00,0.12
98224394,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0x6e3c544730bc53eb059cf5d302343f3a10936768144eeaa8a94d3f65cf11d4ee,7.00,2,0,6,0,5,0,0.00,36.00
98224406,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0x64667d6f25c7a9fb0268f30ec4135415e4e650de24ab83e708c9660ab76369be,7.00,1,0,8,0,7,0,0.00,5.00
98224403,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0x5d56220250a8bb90e4486fe6c6eeacdf46c2c204c42b4f7cfd950efe581fb0d9,7.00,1,0,3,0,2,0,0.00,0.50
98224589,0x61fb5d4cd63fee6b64167680ce48d7d01a9c4444,0x9283dfada1305634cb067e9c27f78b823207bd70da36f907f9528b33cd70f0e7,92.00,66,2,3,2,0,0,0.12,0.00
98224410,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0xa2f04f9e69df0579e50351168856194aa998565468798dc04097c68c48b93a35,7.00,2,0,1,0,0,0,0.00,0.00
98224398,0x81e1c6d290dd3bdb10d48f4bb1573b41627e4444,0xb9e2f8b109d3df9a73919bc2eda74d2bf26bb9326496fd4dd464cdd6fa152c50,7.00,3,1,4,1,2,0,10.00,1.10
98235192,0xc70ef0f7d336bdc45cd9dbc356f8edf3ecef4444,0xacca4548a05713769a921d4c8d89176145f3e252669bef74a51eef28dccfa07b,92.00,3,0,7,0,6,0,0.00,92.00
98376930,0x5b801afe28a75d686c943128c189685db7424444,0x754a3fea3a82967ac855e263e88bf69f086bc29f83639660cb54e9968b6012d0,7.00,1,0,2,0,1,0,0.00,0.06
98235456,0xbb4da9840c6a11a88f5e35f1d0996e64a6494444,0x7d0dab37aa172ffc2601c0133cf3a70998d70d8ec042a2229953ddae647d49d7,92.00,2,0,2,0,1,0,0.00,0.20
98373502,0x9019d0e5dedfaf0323ecf281e43324ca57c84444,0x6a58456ae069756994ececdd81307cccc198b0cdc23d575b2a9316ba12efaf3b,7.00,1,0,4,0,3,0,0.00,111.00
98235672,0xdd8c4984e122acea612af84f0e78f123de034444,0xe29d56cf6634401b7b5763a2492384f3452abf3d3c919bdd03879f769f4dbd4f,7.00,3,0,5,0,4,0,0.00,1.00
98235192,0xc70ef0f7d336bdc45cd9dbc356f8edf3ecef4444,0xa03affa1c3b222e9bc2debe7d3330faa009b003db8a5658f85aa0f6f3655d55f,92.00,5,1,7,1,5,0,92.00,5.00
98251274,0x0c1d90bf3025e9f84b8c9d98042cde9505dd4444,0x2c4ff1f04d7fcd6c3b28b8ca8ae58597feefd98327e270a5fd404f1daf53bc02,7.00,1,0,4,0,3,0,0.00,20.00
98235457,0xbb4da9840c6a11a88f5e35f1d0996e64a6494444,0xd53bc6ebd6e8243fdc7d270d7bbec100410dcb891e580835f274ed2447bb1649,92.00,2,0,12,0,11,0,0.00,10.00
98380917,0xccb56656918172793e2af5a805ab958e68614444,0xad734132ddc01c6d13162633221ee884970025279bdb6bca7097bd263ddfb351,7.00,2,0,1,0,0,0,0.00,0.00
98387151,0x18fedb33afa84e871f056db090b7c862c4d9ffff,0x71b990adc6ed8684ff033613e9b17751fca164bef84473a2eab51a6b9a5ce581,7.00,1,0,1,0,0,0,0.00,0.00
98389431,0x7046338a0f269417b6cf98915799d2eef81d4444,0x07e32f57186a2009bedc557ae375315f057d5f62de7cc687bd3d3000648c5dab,92.00,2,0,3,0,2,0,0.00,15.00
98389434,0xe0c8f382bd0b8d42900878a4aebd0ccad92e4444,0xed06662394d994f46231b200685f62b2f9d7574b33ca496af7d3c00d0e88d3b1,92.00,71,4,5,4,0,0,92.00,0.00
98389434,0xe0c8f382bd0b8d42900878a4aebd0ccad92e4444,0xbe06531ea00b3a5fb2a32e15d1ffb72413fc9a54b85689d8e0a63c0e1e7c1593,92.00,2,0,5,0,4,0,0.00,92.00
98389437,0xb2dbeb35d5e966701fd6e26bc34e279c075d4444,0xad71c9af535d32f9595c357b8fecb7d2db6cd34d2f32918de06d9a6610a8d7c6,92.00,45,1,3,1,1,0,30.00,0.12
98389556,0x7046338a0f269417b6cf98915799d2eef81d4444,0xf3faf7ce94352a0ab6998da4c59c641a2245236ff78ef8f03b9fd7d6a8f43a61,7.00,1,0,3,0,2,0,0.00,0.12
98390725,0x1ed712ce32b53d0e8517fedb6774a2fcb6d44444,0xf1302d65434a3ddd297468c404729a3ddb1f7bebe8f1fd26d96de21ab7827afd,92.00,109,2,3,2,0,0,2.10,0.00
98390726,0x1ed712ce32b53d0e8517fedb6774a2fcb6d44444,0xd2b5ee65f5aa9b67c8bafff2ab23a813376d61676f6ab5bed24beb64d1224e48,92.00,6,2,19,2,16,0,276.00,10.00
98394766,0x43eeb5545a138aef28d405669ce66abc2ace4444,0x95cbe0f3f42c712325fc1e5c4aa61b239b1bcf793435d6248a7ab14c3d516b90,92.00,2,0,10,0,9,1,0.00,321.00
98394766,0x43eeb5545a138aef28d405669ce66abc2ace4444,0xdf7db4445d5df9174be2de6f203e3b9e084705d096a33c092f48b972e44ef74e,92.00,106,9,10,9,0,1,321.00,0.00
98390760,0x1ed712ce32b53d0e8517fedb6774a2fcb6d44444,0xd2031bba7dbc173f1a37f8876cc95858ff91fe2d56c94b6f3333ebcda9bbce5a,7.00,1,0,3,0,2,0,0.00,0.12
98394790,0xf355e904946149a5d2241c143394eb1699594444,0xfa68c28489482368cfce3f8d72992c48ac24f60fe52174406c0aff19010c148a,92.00,48,11,14,11,2,0,22.00,0.12
98395607,0x7654f61dcf98e8aa57df9523c14c372ab4374444,0x270240ffa2c15fd42ebef3a03b92a8465d268d51b6a38b95643daa3e93b79ace,7.00,69,1,2,1,0,0,0.12,0.00
98404098,0xf8153e6da83253ca9db3f7c90006487ecfab4444,0x6dab85ee1969565fc1d4d79e2eca3229a13c9be53803d2dfb1adedd3d4511b91,7.00,3,0,1,0,0,0,0.00,0.00
98394860,0xf355e904946149a5d2241c143394eb1699594444,0x2f6c6ebf60cbf5ae38f6bc3dd403d1d17b1afcbdd213523fd6dff4dd6bfcef5f,7.00,1,0,5,0,4,0,0.00,4.00
98415427,0x079593df856da2b162d3d690bc0688ad28254444,0x88999222f5366172a73f274a6fdb8e61dce1e9b073569a50010042a910a14942,7.00,26,0,1,0,0,0,0.00,0.00
98394793,0xf355e904946149a5d2241c143394eb1699594444,0xce2105a65773a3233d1ac5a524f867a0cb6f6452fa49b509259c8b2444c4950d,92.00,2,0,15,0,14,0,0.00,20.00
98418006,0xe316aa7a78ed79deb7cf7658fb7bc1eda6874444,0xbb20801d59aabe2129ab48c51664a85126c56b7b618e2019f935d9039b021aed,92.00,3,0,2,0,1,0,0.00,91.00
98426966,0xa655dbba4a937d9e852642e32f5ec211aadf4444,0x678c968cd5d3538d10f2c92845354a058e11a063090bc176b5e8d5e72e2c7adb,7.00,1,0,7,0,6,1,0.00,10.00
98427214,0x8d21ce4993d4aab34446c4716575e02af2e94444,0xe0299b00653378ebfde388d7c41461c49ded11a7d25d488ad71aa6c90fd8c07c,7.00,1,0,12,0,11,0,0.00,111.00
98441308,0x079593df856da2b162d3d690bc0688ad28254444,0xea261c51c74a87b6fe8824e1f4338b26afaef63e0ee408b7d9f50a2ab7a0a734,7.00,1,0,2,0,1,0,0.00,0.10
98432611,0x404243878aa532db708abfbc22fb7701436e4444,0xb27543b2bd77eef1fa3afb5abe5dc9b4130091a5a1a7504a2c5cc0d2dfc31f9f,7.00,25,1,2,1,0,0,0.50,0.00
98559373,0x3ed685c9781191ab4a2766581fe7b7b261014444,0x93de6257b92c4de446469ea116062f4329ec190f022c5616a6d8e025b9636448,7.00,1,0,11,0,10,0,0.00,332.00
98458611,0x079593df856da2b162d3d690bc0688ad28254444,0x92a80c34ee0b5393c8f668201c344d02820714c05c5ce3d36b4f4112977e88c6,7.00,2,0,4,0,3,0,0.00,0.12
98569428,0x632ab66e4b25e5f29c9046d308bd6cac90f44444,0x6ebbee17245bb33b634dc4533a1de8f68d1dbbe3dd49bfcb7271452659847264,7.00,1,0,11,0,10,0,0.00,332.00
98570525,0x00ac14c7f2c7a76abb8f313af3a75bb8a79d4444,0x98215348ccfba42ef65cfa74ff220294c7fd99fc250941d935af6734dd9978cd,92.00,2,0,6,0,5,0,0.00,3.00
98575699,0x2f30ff5e5c98d292c3b6a5102c15bd87926f4444,0x7992dd989657a7318f43a3c3aed215223e56612708ef03ec8807a57d334614a0,7.00,1,0,10,0,9,0,0.00,0.12
98570583,0xb36f0b722fef141e2bf5a572f20ac109c0c84444,0xa5b06ca9fd956825d58b83fabaca4762cbc798d3bda00c1f621b1844aec58104,92.00,2,0,1,0,0,0,0.00,0.00
98572061,0xdadaee1db36afca33f3fd85b3e9f36f6324b4444,0x9b7f3f776d56a0a930ed41d6e34814dd926ed776387ac6fe1d6f4f345bcd8e32,7.00,1,0,1,0,0,0,0.00,0.00
98578461,0x001008026099c3645f1b514432c994f0a5fd4444,0xf72ea354d27c356e8e9b88f33f2a103c33cd9ff2e852f316942b09d0137a2cc5,7.00,1,0,2,0,1,0,0.00,0.05
98585318,0xaea7d383eac2063bfa2f7f1ed3381e48bca74444,0xaa48d055ca16cb3365a54cc00da4544d8cd5cc827ef7b84e2a32f1d3c5081760,92.00,4,1,6,1,4,0,135.00,150.00
98585331,0xaea7d383eac2063bfa2f7f1ed3381e48bca74444,0x156de9fd0d5c2c86e3869c2815c1807b4a9f56323aa82d48a680045a53b97b36,7.00,25,1,3,1,1,0,0.12,0.12
98586536,0xd92fa7c3241eb5d1bd9ec2f39bc3f851bcdd4444,0xc4853c256f066e274acfba688b1af4ce7984af759f27c4171c226f9e699ca4d3,92.00,2,0,4,0,3,0,0.00,105.00
98615945,0xa39bd4cc56dae8033d376219549c0ad3be604444,0x4a813e4c065f7cf858a5b9b02ce25bba462e0d2d878c903e35ce3e9265fdd205,7.00,1,0,5,0,4,0,0.00,1.00
98591517,0xc9e650ddf2b5c71d31bdc4a8258d626b78294444,0x1f7b8bc32be613ca141032c72868b144e17b79834d28b2047750a111b06dac12,7.00,2,0,2,0,1,0,0.00,0.12
98586563,0x8f6e27c7f7a36c2cabe4c2fade26ab6276164444,0x1f03da3b77b0ecde89c4612d30c74cd74b28073e5ae0d282c7597f988342425a,92.00,2,0,2,0,1,0,0.00,0.12
98594716,0x29c12919470bb4b96f19995f39907f6f22acffff,0x427521f840d13fe33e86c2df1348f989e012e00eda8df3a618d6735d9d197b05,92.00,2,0,12,0,11,0,0.00,66.00
98618000,0x3f4e3ef253f652e74f6ce3840193621e39974444,0x52d604cf1877d25fc255115d9cb4c0e2566a9872ee1a6b0328b1e780e9ea1de1,7.00,3,1,3,1,1,0,11.00,5.00
98626400,0x121da6af91cc364601c858046d78d3c914684444,0x8425650182466c41a9db17b472b63ad05074b904cfd5a4ef4545e45c3ab8d631,92.00,73,3,5,3,1,0,1.00,0.10
98770080,0x5568736ded6bbd23c87d7f4f4d513e500bc14444,0x5d4b68a96f0e90d6b9c38d25b6eab085461927cecc030af97ec8524262300eca,7.00,1,0,3,0,2,0,0.00,0.10
98757416,0x3c53a6b2a84abec7f8ff963b42e53993ce5d4444,0x22e0efdf094f6dcf5788c44d2e670cc8ab3d688bc105d636c1845982d263c5b2,7.00,5,0,1,0,0,0,0.00,0.00
98594756,0x62ce91bb734fd973ae61d8bde8ea7b551851ffff,0x73a9345d236c2807959e265478f798c496518c27fa39cb5ea836ac7f988e37f1,92.00,2,0,7,0,6,0,0.00,5.13
98663418,0xb7963ca8d6ed29d49c1b6ae5cb6618a08d374444,0xfedc0e700eb998c55512be725d547aa2fa63dc4f4a3621da467606cf10be6111,1200.00,2,0,14,0,13,0,0.00,1200.00
98663418,0xb7963ca8d6ed29d49c1b6ae5cb6618a08d374444,0x3d4fd549903b790b0dbf3bf7ac4b5d3b66e8719a40d331e4098d80593625e78e,1200.00,52,7,14,7,6,0,1200.00,110.00
98784876,0x202ec43a45b82db2dca7b20ead855ef286124444,0x4da4fb38e32117516b8b072115756de3979ce38e486e185f33d9019c1bad7392,7.00,1,0,2,0,1,0,0.00,0.06
98769625,0xb0eb2a1a2620225cac1ed22887eb607e334b4444,0x16e6ee0e7a34b985c2a40054fe5a580c55ff8f917493859e14c5407b4bdae049,7.00,1,0,2,0,1,0,0.00,0.12
98782916,0xe4169458dce0a8476c3d2d69b6de3743e8074444,0x60d96e2b2801231ecfaaf67c93a0c028ce2115f51987b6ef68b8d43b74c551a0,7.00,1,0,1,0,0,0,0.00,0.00
98776106,0x4c9034c1bd155387d8c48fdf04563e7f8d9f4444,0x66c7b23f8d7e8cdf20dea3b0dded7e65215367f6f4b566e535838f89d565cb9f,7.00,1,0,4,0,3,0,0.00,8.00
98785565,0xaa1aac60429ac2e152725e1c2ebc995d010bffff,0x7cbde8f91248f8a3d5e7da4cbe8c9c559729f5883baffaacf55e375668904d03,92.00,2,0,4,0,3,0,0.00,0.12
98785494,0xea61a2b500a0ac4c6e962ce867fd9029b018ffff,0x6cc897802a2c208599285443d5a38b7d22a1e6099e517d01f55e8006046281c7,92.00,2,0,5,0,4,0,0.00,1.00
98790633,0xaa4c971e7b92d49f7b045b47921d5c4e64754444,0x76b2c3802cf3b18b73e99742b854df8d306c58f6d7d15e3542611a1dfb86b74f,7.00,1,0,1,0,0,0,0.00,0.00
98791130,0xa892745c853760335ca6dc8e008c43a4613b4444,0x9aed1014341f717cd4f499889a5bce611bf4f80ed7bf41d559feeebf3d8cd14d,7.00,62,1,2,1,0,0,0.12,0.00
98792465,0x1e0ba59f322c1cf14b2d4a643df218491fb34444,0xc19c434bbb4787fb6d55168038538a93f751cf9a28a330bb4227e1c1d4839b10,7.00,3,0,1,0,0,0,0.00,0.00
98940060,0xddef8de018b2a0388f48611efc6c8e8c78f64444,0x93cab1eca65aca9a5ef73ae662ddea9599f3643bccb75fb3368bbbf709a5d680,7.00,2,0,1,0,0,0,0.00,0.00
98945082,0xf10692720ddeb0c628e1e822cebe8fff2e254444,0xce4650818f9d1ee876dfa44d5d89934709a18ba18166e37cab03e168b416308a,7.00,1,0,2,0,1,0,0.00,0.12
98840466,0x6750ca15f0772fe54d594aef6c6c4ac997fd4444,0x122e4746478367f08964fa1c9c9c0cb6f4daf50ff7062427ad2d87c637aa0983,7.00,4,0,9,0,8,0,0.00,1.00
98963541,0xbd43b228e61a12f96752dde8a74c7a7b54104444,0x6f424dab3a7589ef0bb1e5d11dafd5d7a88f949e6e6ebc21cc898fd3f167f26d,7.00,1,0,4,0,3,0,0.00,0.12
98963938,0xbd43b228e61a12f96752dde8a74c7a7b54104444,0xe486fbb6396675a97c8c1917cc5b4ea82d7b939556e9cf094a88e375e16782ae,7.00,1,0,2,0,1,0,0.00,0.12
98966089,0x912bf6fb81b8c2865c18cd4fecf116bac84c4444,0x3d8357e6cc28ffb3f799f9094e2517c016c61768a96ba1ab119a2cb8f55a7914,7.00,1,0,1,0,0,0,0.00,0.00
98984479,0xbbf45f5f975f7c0838c7108304c1e4c52d264444,0x8b2d45e578865d41aedabe178366f16ac4da5dc28a4440ce5d53acd6b338cbcb,7.00,4,0,1,0,0,0,0.00,0.00
98960996,0x4fad0e11e1d893c45c5cfbd6eeee7ce530af4444,0x68eea1485e59fb82e9d1e982bde53bb17f4c43ecc1696902da5fb9ab9108caba,7.00,1,0,1,0,0,0,0.00,0.00
98990110,0x816071a8df53348cfaa54f6eb74a673adf984444,0x1f05de2cef4126183a11b5a1b0f76ee3e50c0b43868ed2f0871cd28de63b27d4,92.00,2,0,2,0,1,0,0.00,0.07
98980775,0xd4ae536d3b8d2061ad232313b615d9fe39204444,0xe101e034af1e85e8451b8b40106e7d26f1ce1069dbe6a2ed63eab7ce1f18d3b9,92.00,3,1,13,1,11,0,110.00,77.77
98994823,0xd431b6b8a5f5176775972830d295d280f7a84444,0x959d60e65f2a58ece7822f8a7bc08846369c814a44fe83f5a41a6ea661a2c3d9,92.00,2,0,2,0,1,0,0.00,66.00
98996479,0xa4518cb271e9350efc2fbcd9538ea71578f14444,0x90b1b77a0313bfcf982a520f8842e907bac4f95790c7854a01bd52fabdb08dfd,7.00,1,0,1,0,0,0,0.00,0.00
99000095,0x9c51e2e8690e5ce7a1086cc651a442c2e0824444,0xa43194a828b964f59c8c4f39ac8da957303e896fb8696aff9d47e4f0574addbb,7.00,1,0,4,0,3,1,0.00,3.50
99003916,0x985675f0ad4453c8ce53a0dedf0dd44b8e5b4444,0x8e0de8e1b041003e792cb1dfc5069c23f35adc748084c59f672136675ffa9624,7.00,1,0,4,0,3,0,0.00,0.12
99004087,0x985675f0ad4453c8ce53a0dedf0dd44b8e5b4444,0x3a981d99fe8f60bb8518a774e16c55188670640608a11cff3a3e36618c222ec1,7.00,1,0,12,0,11,0,0.00,68.00
99015137,0x78df06c3c48c63e1fa51e9223efc004f8e844444,0x47d18b7ea4840029a891e3686c23d4b96ff7ded2122cf7efe6fbdd259d85bbaa,7.00,1,0,3,0,2,0,0.00,0.12
99018065,0x73c1175ce3bb02d906d387800230d5f31bbb4444,0x007dfb05619750c459eebb9b968bff012ec67e72263353e3f7b817f27d1dd375,92.00,79,8,10,8,1,0,40.00,80.00
99018066,0x73c1175ce3bb02d906d387800230d5f31bbb4444,0xef0111ea5bdfa727802dcc742950d3476d6e9d90840ab43f0b977277ba60e1d9,92.00,4,1,13,1,11,0,101.00,92.00
99018066,0x73c1175ce3bb02d906d387800230d5f31bbb4444,0x11838f89d5b481a7a93d300c479d9483136a31a0d42394bc1beb5daa621cb465,92.00,58,10,13,10,2,0,101.00,5.00
99135610,0x251c9626c6fdbb6567170fd97d6089cae2204444,0x718acf8c2e7f1a5ea7c8192a9c7714e29be5fd3cc48b5f5b33e8baa38145d3ed,7.00,2,0,2,0,1,0,0.00,0.05
99146815,0x9ee6e652905be8966ff3a9e1d72ba88e0fd14444,0xb23529fd3f4b67c3003e734f86fef04d69a67c2c55c9e7c67c3f19f46c894f0d,92.00,2,0,3,0,2,0,0.00,92.00
99146815,0x9ee6e652905be8966ff3a9e1d72ba88e0fd14444,0x39141a73e66d5103fd04ab28c457e05d7e421b82792248859b991c9975d3402a,92.00,76,2,3,2,0,0,92.00,0.00
99018101,0xb52c20a74f97b23eb5264000bec4addc13354444,0x283ffada4598d13cbd466dfb1a971c3dafc0c7d1a6471c8e12a2952f597009d7,92.00,4,1,14,1,12,0,110.00,53.00
99018100,0xb52c20a74f97b23eb5264000bec4addc13354444,0x3a7dec642460498a302b537e15e7efdb368efb2ce56301ededa664a6bbdc6647,92.00,2,0,2,0,1,0,0.00,0.12
99146852,0x45b5042ff7c984589180900e746ccec0bf224444,0x5bf59d0ff6e83ae928a8f3fe47f43c006571cbb0381c576d93d13ce2779ecc4d,92.00,2,0,4,0,3,0,0.00,0.12
99157992,0xc168c71d20375c5ac8a5e383b9b8a51e9e5a4444,0x675c24f13ef5d4e808794e80c91874ce9c4818fb9dccd88a0b54411d32a52e66,92.00,54,7,9,7,1,0,50.00,1.00
99163084,0xf7ba156e779b2da20aa4daf75eb1197d884b4444,0xb335f070597c7c562ac4a7b3472f633b1f4cb3139080e2b0cebce75011735958,7.00,1,0,5,0,4,0,0.00,1.00
99168921,0x0490a306fe77344d1e6844969c3032f8e0674444,0xc471ac0c4b73e18acae7c292889cd53cbd69f0cd99889a4c075886181ede92d8,7.00,1,0,2,0,1,0,0.00,0.06
99169588,0x93826093f437758284aed3980aba370952354444,0x46ea816965fa7eb8a5a26993939813403337bc8afd88417245a41ec4446496c0,92.00,2,0,1,0,0,0,0.00,0.00
99318681,0x2cd9bf7d96af8bc6f3126cec064b549d9b3e4444,0xb28c6880dabf062d7ebcb5ac0f9b028b55ee8966712da99f5a432ae0ca9d38f6,92.00,36,1,4,1,2,0,0.50,0.50
99326310,0x6ca6e08a72f6b7822c0ac86e57b201873f544444,0xd71d1f93b88acef6bdb97c2523993243981b1bca22c780e2fbd38c81a9bbef94,92.00,2,0,2,0,1,0,0.00,0.05
99185558,0xa4ca88ab93eb9467d217e248b47baef4ac504444,0x023958e7a2e7d922bd22c8cf502110d06ddabb14dcbd0e14b298e0858111799d,7.00,1,0,1,0,0,0,0.00,0.00
99322325,0x3e6ca7a0b74cf139048c74278082cf7470cd4444,0x7afa2d8c2ad7c526c0445a4c3f9869e18cc1b396e05c88c7c018897b0a58efc6,92.00,2,0,2,0,1,0,0.00,0.05
99331261,0x6f111d44224056fb412fa7e1ed73777a7cd14444,0xa1731be854f4c1d229cef0536248ccd1f7a9ca2e131b30570588e06c6cff991e,92.00,12,1,2,1,0,0,0.12,0.00
99331294,0x6f111d44224056fb412fa7e1ed73777a7cd14444,0xd7b3d4fe38273078afe6efe61adfeb5f11c58ebaf900d97799cf715407d0be63,7.00,1,0,3,0,2,0,0.00,0.12
99202026,0xb1967fbac43c6e2473ff4e0763fc98d8d5c54444,0xb8f066a2cc57ad4afc883b467ac738f5e0286e5437322b1e075d80d6bbc76e64,7.00,0,0,1,0,0,0,0.00,0.00
99333546,0xde4bb39f5cae02bce5d820d517264d72893c4444,0x472a128536120aa2ad57dd327d1441009cc7cd46a2a8a7b708c4ab8f4a9309a4,7.00,1,0,2,0,1,0,0.00,0.12
99337669,0xea26a9b57b33e6f2b11f07102da89b6127554444,0xbe6f3678fbc41a857bca7fa82a14ed7efd3487cfa7489c62180bb6bcb2fda2b5,92.00,140,7,10,7,2,0,100.00,0.12
99337689,0xea26a9b57b33e6f2b11f07102da89b6127554444,0x09f30b018c7f2e3b9c29b30405391b6719d9ebeaee4d0ffd202f09889b9c7e7c,7.00,2,1,10,1,8,0,20.00,3.20
99353581,0xb33ddf4dac889c56f38695e0c9868df3b77c4444,0x7eb48bf767836bd97dbda89025f57f445720970b3da563e5a06ec330049cf6ba,92.00,2,0,1,0,0,0,0.00,0.00
99337669,0xea26a9b57b33e6f2b11f07102da89b6127554444,0xfec8fde04ed321eb06bc3c4eb80743e715eaefb93ca3b1817075cefd433fa644,92.00,93,5,10,5,4,0,100.00,92.00
99337719,0xea26a9b57b33e6f2b11f07102da89b6127554444,0xcf92857866d338220c296cd77dc798c0b291ca8ef9c33ba84e852c0ab61bff3f,7.00,5,1,6,1,4,0,0.30,0.12
99355812,0x2c8132611b9430e6d2287eb663129d94660a4444,0x46906b110d07ad614d0e675e015acd30f3840d483ac83d7d00d7c5af6b1abee0,92.00,5,0,1,0,0,0,0.00,0.00
